candidate,party,office,district,town,votes,precinct
Themis Klarides,Republican Party,U.S. Senate,,Plainville,34,Toffolon School
Maritza Bond,Democratic Party,Secretary of the State,,Tolland,38,Tolland Senior Center
Stephanie Thomas,Democratic Party,Secretary of the State,,Tolland,203,Tolland Senior Center
Dita Bhargava,Democratic Party,Treasurer,,Tolland,47,Tolland Senior Center
Erick Russell,Democratic Party,Treasurer,,Tolland,152,Tolland Senior Center
Karen Dubois-Walton,Democratic Party,Treasurer,,Tolland,41,Tolland Senior Center
Dominic Rapini,Republican Party,Secretary of the State,,Tolland,161,Tolland Senior Center
Terrie E. Wood,Republican Party,Secretary of the State,,Tolland,95,Tolland Senior Center
Leora R. Levy,Republican Party,U.S. Senate,,Tolland,127,Tolland Senior Center
Peter Lumaj,Republican Party,U.S. Senate,,Tolland,33,Tolland Senior Center
Themis Klarides,Republican Party,U.S. Senate,,Tolland,114,Tolland Senior Center
Maritza Bond,Democratic Party,Secretary of the State,,Simsbury,111,Tootin Hill School
Stephanie Thomas,Democratic Party,Secretary of the State,,Simsbury,361,Tootin Hill School
Eric Wellman,Democratic Party,State House,16,Simsbury,262,Tootin Hill School
Melissa Osborne,Democratic Party,State House,16,Simsbury,228,Tootin Hill School
Dita Bhargava,Democratic Party,Treasurer,,Simsbury,100,Tootin Hill School
Erick Russell,Democratic Party,Treasurer,,Simsbury,295,Tootin Hill School
Karen Dubois-Walton,Democratic Party,Treasurer,,Simsbury,75,Tootin Hill School
Dominic Rapini,Republican Party,Secretary of the State,,Simsbury,113,Tootin Hill School
Terrie E. Wood,Republican Party,Secretary of the State,,Simsbury,109,Tootin Hill School
Leora R. Levy,Republican Party,U.S. Senate,,Simsbury,99,Tootin Hill School
Peter Lumaj,Republican Party,U.S. Senate,,Simsbury,21,Tootin Hill School
Themis Klarides,Republican Party,U.S. Senate,,Simsbury,114,Tootin Hill School
Maritza Bond,Democratic Party,Secretary of the State,,Torrington,16,Torringford School 1
Stephanie Thomas,Democratic Party,Secretary of the State,,Torrington,41,Torringford School 1
Dita Bhargava,Democratic Party,Treasurer,,Torrington,14,Torringford School 1
Erick Russell,Democratic Party,Treasurer,,Torrington,29,Torringford School 1
Karen Dubois-Walton,Democratic Party,Treasurer,,Torrington,15,Torringford School 1
Dominic Rapini,Republican Party,Secretary of the State,,Torrington,54,Torringford School 1
Terrie E. Wood,Republican Party,Secretary of the State,,Torrington,35,Torringford School 1
Leora R. Levy,Republican Party,U.S. Senate,,Torrington,36,Torringford School 1
Peter Lumaj,Republican Party,U.S. Senate,,Torrington,13,Torringford School 1
Themis Klarides,Republican Party,U.S. Senate,,Torrington,44,Torringford School 1
Maritza Bond,Democratic Party,Secretary of the State,,Torrington,25,Torringford School 2
Stephanie Thomas,Democratic Party,Secretary of the State,,Torrington,57,Torringford School 2
Dita Bhargava,Democratic Party,Treasurer,,Torrington,15,Torringford School 2
Erick Russell,Democratic Party,Treasurer,,Torrington,52,Torringford School 2
Karen Dubois-Walton,Democratic Party,Treasurer,,Torrington,15,Torringford School 2
Dominic Rapini,Republican Party,Secretary of the State,,Torrington,85,Torringford School 2
Terrie E. Wood,Republican Party,Secretary of the State,,Torrington,58,Torringford School 2
Leora R. Levy,Republican Party,U.S. Senate,,Torrington,83,Torringford School 2
Peter Lumaj,Republican Party,U.S. Senate,,Torrington,21,Torringford School 2
Themis Klarides,Republican Party,U.S. Senate,,Torrington,47,Torringford School 2
Maritza Bond,Democratic Party,Secretary of the State,,Torrington,42,Torrington Middle School
Stephanie Thomas,Democratic Party,Secretary of the State,,Torrington,128,Torrington Middle School
Dita Bhargava,Democratic Party,Treasurer,,Torrington,38,Torrington Middle School
Erick Russell,Democratic Party,Treasurer,,Torrington,93,Torrington Middle School
Karen Dubois-Walton,Democratic Party,Treasurer,,Torrington,40,Torrington Middle School
Dominic Rapini,Republican Party,Secretary of the State,,Torrington,183,Torrington Middle School
Terrie E. Wood,Republican Party,Secretary of the State,,Torrington,135,Torrington Middle School
Leora R. Levy,Republican Party,U.S. Senate,,Torrington,197,Torrington Middle School
Peter Lumaj,Republican Party,U.S. Senate,,Torrington,30,Torrington Middle School
Themis Klarides,Republican Party,U.S. Senate,,Torrington,118,Torrington Middle School
Maritza Bond,Democratic Party,Secretary of the State,,Bethany,59,Town Hall
Maritza Bond,Democratic Party,Secretary of the State,,Burlington,54,Town Hall
Maritza Bond,Democratic Party,Secretary of the State,,Cornwall,22,Town Hall
Maritza Bond,Democratic Party,Secretary of the State,,East Windsor,0,Town Hall
Maritza Bond,Democratic Party,Secretary of the State,,East Windsor,44,Town Hall
Maritza Bond,Democratic Party,Secretary of the State,,Kent,34,Town Hall
Maritza Bond,Democratic Party,Secretary of the State,,Norfolk,17,Town Hall
Maritza Bond,Democratic Party,Secretary of the State,,Somers,34,Town Hall
Maritza Bond,Democratic Party,Secretary of the State,,Warren,10,Town Hall
Maritza Bond,Democratic Party,Secretary of the State,,Waterford,32,Town Hall
Stephanie Thomas,Democratic Party,Secretary of the State,,Bethany,209,Town Hall
Stephanie Thomas,Democratic Party,Secretary of the State,,Burlington,213,Town Hall
Stephanie Thomas,Democratic Party,Secretary of the State,,Cornwall,129,Town Hall
Stephanie Thomas,Democratic Party,Secretary of the State,,East Windsor,0,Town Hall
Stephanie Thomas,Democratic Party,Secretary of the State,,East Windsor,150,Town Hall
Stephanie Thomas,Democratic Party,Secretary of the State,,Kent,202,Town Hall
Stephanie Thomas,Democratic Party,Secretary of the State,,Norfolk,76,Town Hall
Stephanie Thomas,Democratic Party,Secretary of the State,,Somers,127,Town Hall
Stephanie Thomas,Democratic Party,Secretary of the State,,Warren,58,Town Hall
Stephanie Thomas,Democratic Party,Secretary of the State,,Waterford,116,Town Hall
Dita Bhargava,Democratic Party,Treasurer,,Bethany,53,Town Hall
Dita Bhargava,Democratic Party,Treasurer,,Burlington,78,Town Hall
Dita Bhargava,Democratic Party,Treasurer,,Cornwall,26,Town Hall
Dita Bhargava,Democratic Party,Treasurer,,East Windsor,0,Town Hall
Dita Bhargava,Democratic Party,Treasurer,,East Windsor,33,Town Hall
Dita Bhargava,Democratic Party,Treasurer,,Kent,70,Town Hall
Dita Bhargava,Democratic Party,Treasurer,,Norfolk,16,Town Hall
Dita Bhargava,Democratic Party,Treasurer,,Somers,26,Town Hall
Dita Bhargava,Democratic Party,Treasurer,,Warren,11,Town Hall
Dita Bhargava,Democratic Party,Treasurer,,Waterford,42,Town Hall
Erick Russell,Democratic Party,Treasurer,,Bethany,162,Town Hall
Erick Russell,Democratic Party,Treasurer,,Burlington,135,Town Hall
Erick Russell,Democratic Party,Treasurer,,Cornwall,100,Town Hall
Erick Russell,Democratic Party,Treasurer,,East Windsor,0,Town Hall
Erick Russell,Democratic Party,Treasurer,,East Windsor,117,Town Hall
Erick Russell,Democratic Party,Treasurer,,Kent,129,Town Hall
Erick Russell,Democratic Party,Treasurer,,Norfolk,55,Town Hall
Erick Russell,Democratic Party,Treasurer,,Somers,103,Town Hall
Erick Russell,Democratic Party,Treasurer,,Warren,41,Town Hall
Erick Russell,Democratic Party,Treasurer,,Waterford,73,Town Hall
Karen Dubois-Walton,Democratic Party,Treasurer,,Bethany,52,Town Hall
Karen Dubois-Walton,Democratic Party,Treasurer,,Burlington,54,Town Hall
Karen Dubois-Walton,Democratic Party,Treasurer,,Cornwall,24,Town Hall
Karen Dubois-Walton,Democratic Party,Treasurer,,East Windsor,0,Town Hall
Karen Dubois-Walton,Democratic Party,Treasurer,,East Windsor,43,Town Hall
Karen Dubois-Walton,Democratic Party,Treasurer,,Kent,35,Town Hall
Karen Dubois-Walton,Democratic Party,Treasurer,,Norfolk,21,Town Hall
Karen Dubois-Walton,Democratic Party,Treasurer,,Somers,33,Town Hall
Karen Dubois-Walton,Democratic Party,Treasurer,,Warren,15,Town Hall
Karen Dubois-Walton,Democratic Party,Treasurer,,Waterford,36,Town Hall
Dominic Rapini,Republican Party,Secretary of the State,,Bethany,177,Town Hall
Dominic Rapini,Republican Party,Secretary of the State,,Burlington,309,Town Hall
Dominic Rapini,Republican Party,Secretary of the State,,Cornwall,33,Town Hall
Dominic Rapini,Republican Party,Secretary of the State,,East Windsor,0,Town Hall
Dominic Rapini,Republican Party,Secretary of the State,,East Windsor,79,Town Hall
Dominic Rapini,Republican Party,Secretary of the State,,Kent,47,Town Hall
Dominic Rapini,Republican Party,Secretary of the State,,Norfolk,38,Town Hall
Dominic Rapini,Republican Party,Secretary of the State,,Somers,274,Town Hall
Dominic Rapini,Republican Party,Secretary of the State,,Warren,37,Town Hall
Dominic Rapini,Republican Party,Secretary of the State,,Waterford,77,Town Hall
Terrie E. Wood,Republican Party,Secretary of the State,,Bethany,113,Town Hall
Terrie E. Wood,Republican Party,Secretary of the State,,Burlington,176,Town Hall
Terrie E. Wood,Republican Party,Secretary of the State,,Cornwall,21,Town Hall
Terrie E. Wood,Republican Party,Secretary of the State,,East Windsor,0,Town Hall
Terrie E. Wood,Republican Party,Secretary of the State,,East Windsor,96,Town Hall
Terrie E. Wood,Republican Party,Secretary of the State,,Kent,37,Town Hall
Terrie E. Wood,Republican Party,Secretary of the State,,Norfolk,29,Town Hall
Terrie E. Wood,Republican Party,Secretary of the State,,Somers,179,Town Hall
Terrie E. Wood,Republican Party,Secretary of the State,,Warren,42,Town Hall
Terrie E. Wood,Republican Party,Secretary of the State,,Waterford,58,Town Hall
Leora R. Levy,Republican Party,U.S. Senate,,Bethany,129,Town Hall
Leora R. Levy,Republican Party,U.S. Senate,,Burlington,294,Town Hall
Leora R. Levy,Republican Party,U.S. Senate,,Cornwall,13,Town Hall
Leora R. Levy,Republican Party,U.S. Senate,,East Windsor,0,Town Hall
Leora R. Levy,Republican Party,U.S. Senate,,East Windsor,117,Town Hall
Leora R. Levy,Republican Party,U.S. Senate,,Kent,51,Town Hall
Leora R. Levy,Republican Party,U.S. Senate,,Norfolk,43,Town Hall
Leora R. Levy,Republican Party,U.S. Senate,,Somers,290,Town Hall
Leora R. Levy,Republican Party,U.S. Senate,,Warren,39,Town Hall
Leora R. Levy,Republican Party,U.S. Senate,,Waterford,75,Town Hall
Peter Lumaj,Republican Party,U.S. Senate,,Bethany,17,Town Hall
Peter Lumaj,Republican Party,U.S. Senate,,Burlington,62,Town Hall
Peter Lumaj,Republican Party,U.S. Senate,,Cornwall,5,Town Hall
Peter Lumaj,Republican Party,U.S. Senate,,East Windsor,0,Town Hall
Peter Lumaj,Republican Party,U.S. Senate,,East Windsor,16,Town Hall
Peter Lumaj,Republican Party,U.S. Senate,,Kent,14,Town Hall
Peter Lumaj,Republican Party,U.S. Senate,,Norfolk,3,Town Hall
Peter Lumaj,Republican Party,U.S. Senate,,Somers,38,Town Hall
Peter Lumaj,Republican Party,U.S. Senate,,Warren,8,Town Hall
Peter Lumaj,Republican Party,U.S. Senate,,Waterford,11,Town Hall
Themis Klarides,Republican Party,U.S. Senate,,Bethany,161,Town Hall
Themis Klarides,Republican Party,U.S. Senate,,Burlington,152,Town Hall
Themis Klarides,Republican Party,U.S. Senate,,Cornwall,36,Town Hall
Themis Klarides,Republican Party,U.S. Senate,,East Windsor,0,Town Hall
Themis Klarides,Republican Party,U.S. Senate,,East Windsor,58,Town Hall
Themis Klarides,Republican Party,U.S. Senate,,Kent,24,Town Hall
Themis Klarides,Republican Party,U.S. Senate,,Norfolk,22,Town Hall
Themis Klarides,Republican Party,U.S. Senate,,Somers,145,Town Hall
Themis Klarides,Republican Party,U.S. Senate,,Warren,36,Town Hall
Themis Klarides,Republican Party,U.S. Senate,,Waterford,60,Town Hall
Maritza Bond,Democratic Party,Secretary of the State,,North Canaan,25,Town Hall - McCarthy Room
Stephanie Thomas,Democratic Party,Secretary of the State,,North Canaan,64,Town Hall - McCarthy Room
Dita Bhargava,Democratic Party,Treasurer,,North Canaan,21,Town Hall - McCarthy Room
Erick Russell,Democratic Party,Treasurer,,North Canaan,53,Town Hall - McCarthy Room
Karen Dubois-Walton,Democratic Party,Treasurer,,North Canaan,20,Town Hall - McCarthy Room
Dominic Rapini,Republican Party,Secretary of the State,,North Canaan,45,Town Hall - McCarthy Room
Terrie E. Wood,Republican Party,Secretary of the State,,North Canaan,52,Town Hall - McCarthy Room
Leora R. Levy,Republican Party,U.S. Senate,,North Canaan,47,Town Hall - McCarthy Room
Peter Lumaj,Republican Party,U.S. Senate,,North Canaan,6,Town Hall - McCarthy Room
Themis Klarides,Republican Party,U.S. Senate,,North Canaan,53,Town Hall - McCarthy Room
Maritza Bond,Democratic Party,Secretary of the State,,East Windsor,37,Town Hall Annex
Maritza Bond,Democratic Party,Secretary of the State,,East Windsor,0,Town Hall Annex
Stephanie Thomas,Democratic Party,Secretary of the State,,East Windsor,93,Town Hall Annex
Stephanie Thomas,Democratic Party,Secretary of the State,,East Windsor,0,Town Hall Annex
Dita Bhargava,Democratic Party,Treasurer,,East Windsor,30,Town Hall Annex
Dita Bhargava,Democratic Party,Treasurer,,East Windsor,0,Town Hall Annex
Erick Russell,Democratic Party,Treasurer,,East Windsor,73,Town Hall Annex
Erick Russell,Democratic Party,Treasurer,,East Windsor,0,Town Hall Annex
Karen Dubois-Walton,Democratic Party,Treasurer,,East Windsor,29,Town Hall Annex
Karen Dubois-Walton,Democratic Party,Treasurer,,East Windsor,0,Town Hall Annex
Dominic Rapini,Republican Party,Secretary of the State,,East Windsor,64,Town Hall Annex
Dominic Rapini,Republican Party,Secretary of the State,,East Windsor,0,Town Hall Annex
Terrie E. Wood,Republican Party,Secretary of the State,,East Windsor,75,Town Hall Annex
Terrie E. Wood,Republican Party,Secretary of the State,,East Windsor,0,Town Hall Annex
Leora R. Levy,Republican Party,U.S. Senate,,East Windsor,96,Town Hall Annex
Leora R. Levy,Republican Party,U.S. Senate,,East Windsor,0,Town Hall Annex
Peter Lumaj,Republican Party,U.S. Senate,,East Windsor,16,Town Hall Annex
Peter Lumaj,Republican Party,U.S. Senate,,East Windsor,0,Town Hall Annex
Themis Klarides,Republican Party,U.S. Senate,,East Windsor,37,Town Hall Annex
Themis Klarides,Republican Party,U.S. Senate,,East Windsor,0,Town Hall Annex
Maritza Bond,Democratic Party,Secretary of the State,,Washington,16,Town Hall Main Hall
Stephanie Thomas,Democratic Party,Secretary of the State,,Washington,122,Town Hall Main Hall
Dita Bhargava,Democratic Party,Treasurer,,Washington,24,Town Hall Main Hall
Erick Russell,Democratic Party,Treasurer,,Washington,89,Town Hall Main Hall
Karen Dubois-Walton,Democratic Party,Treasurer,,Washington,25,Town Hall Main Hall
Dominic Rapini,Republican Party,Secretary of the State,,Washington,32,Town Hall Main Hall
Terrie E. Wood,Republican Party,Secretary of the State,,Washington,32,Town Hall Main Hall
Leora R. Levy,Republican Party,U.S. Senate,,Washington,34,Town Hall Main Hall
Peter Lumaj,Republican Party,U.S. Senate,,Washington,5,Town Hall Main Hall
Themis Klarides,Republican Party,U.S. Senate,,Washington,33,Town Hall Main Hall
Maritza Bond,Democratic Party,Secretary of the State,,Washington,15,Town Hall Upper Hall
Stephanie Thomas,Democratic Party,Secretary of the State,,Washington,36,Town Hall Upper Hall
Dita Bhargava,Democratic Party,Treasurer,,Washington,14,Town Hall Upper Hall
Erick Russell,Democratic Party,Treasurer,,Washington,24,Town Hall Upper Hall
Karen Dubois-Walton,Democratic Party,Treasurer,,Washington,12,Town Hall Upper Hall
Dominic Rapini,Republican Party,Secretary of the State,,Washington,28,Town Hall Upper Hall
Terrie E. Wood,Republican Party,Secretary of the State,,Washington,12,Town Hall Upper Hall
Leora R. Levy,Republican Party,U.S. Senate,,Washington,20,Town Hall Upper Hall
Peter Lumaj,Republican Party,U.S. Senate,,Washington,6,Town Hall Upper Hall
Themis Klarides,Republican Party,U.S. Senate,,Washington,14,Town Hall Upper Hall
Maritza Bond,Democratic Party,Secretary of the State,,Montville,26,Town Hall-Gym-1
Stephanie Thomas,Democratic Party,Secretary of the State,,Montville,43,Town Hall-Gym-1
Dita Bhargava,Democratic Party,Treasurer,,Montville,7,Town Hall-Gym-1
Erick Russell,Democratic Party,Treasurer,,Montville,49,Town Hall-Gym-1
Karen Dubois-Walton,Democratic Party,Treasurer,,Montville,12,Town Hall-Gym-1
Dominic Rapini,Republican Party,Secretary of the State,,Montville,56,Town Hall-Gym-1
Terrie E. Wood,Republican Party,Secretary of the State,,Montville,40,Town Hall-Gym-1
Leora R. Levy,Republican Party,U.S. Senate,,Montville,59,Town Hall-Gym-1
Peter Lumaj,Republican Party,U.S. Senate,,Montville,13,Town Hall-Gym-1
Themis Klarides,Republican Party,U.S. Senate,,Montville,33,Town Hall-Gym-1
Maritza Bond,Democratic Party,Secretary of the State,,Montville,5,Town Hall-Gym-3
