candidate,party,office,district,town,votes,precinct
Eric D. Coleman,Working Families Party,State Senate,2,Hartford,37,Y W C A
Charles Jackson,Write-In,State Senate,2,Hartford,0,Y W C A
Martha S. Kelly,Write-In,State Senate,2,Hartford,0,Y W C A
Eric D. Coleman,Democratic Party,State Senate,2,Windsor,2001,330 Windsor Avenue
Theresa Tillett,Republican Party,State Senate,2,Windsor,253,330 Windsor Avenue
Eric D. Coleman,Working Families Party,State Senate,2,Windsor,82,330 Windsor Avenue
Charles Jackson,Write-In,State Senate,2,Windsor,0,330 Windsor Avenue
Martha S. Kelly,Write-In,State Senate,2,Windsor,0,330 Windsor Avenue
Eric D. Coleman,Democratic Party,State Senate,2,Windsor,2063,John F Kennedy School
Theresa Tillett,Republican Party,State Senate,2,Windsor,832,John F Kennedy School
Eric D. Coleman,Working Families Party,State Senate,2,Windsor,134,John F Kennedy School
Charles Jackson,Write-In,State Senate,2,Windsor,0,John F Kennedy School
Martha S. Kelly,Write-In,State Senate,2,Windsor,0,John F Kennedy School
Eric D. Coleman,Democratic Party,State Senate,2,Windsor,1272,L. P. Wilson
Theresa Tillett,Republican Party,State Senate,2,Windsor,180,L. P. Wilson
Eric D. Coleman,Working Families Party,State Senate,2,Windsor,55,L. P. Wilson
Charles Jackson,Write-In,State Senate,2,Windsor,1,L. P. Wilson
Martha S. Kelly,Write-In,State Senate,2,Windsor,0,L. P. Wilson
Eric D. Coleman,Democratic Party,State Senate,2,Windsor,1767,Oliver Ellsworth School
Theresa Tillett,Republican Party,State Senate,2,Windsor,1051,Oliver Ellsworth School
Eric D. Coleman,Working Families Party,State Senate,2,Windsor,126,Oliver Ellsworth School
Charles Jackson,Write-In,State Senate,2,Windsor,0,Oliver Ellsworth School
Martha S. Kelly,Write-In,State Senate,2,Windsor,0,Oliver Ellsworth School
Eric D. Coleman,Democratic Party,State Senate,2,Windsor,1629,Poquonock School
Theresa Tillett,Republican Party,State Senate,2,Windsor,941,Poquonock School
Eric D. Coleman,Working Families Party,State Senate,2,Windsor,101,Poquonock School
Charles Jackson,Write-In,State Senate,2,Windsor,0,Poquonock School
Martha S. Kelly,Write-In,State Senate,2,Windsor,0,Poquonock School
Eric D. Coleman,Democratic Party,State Senate,2,Windsor,896,Windsor Town Hall
Theresa Tillett,Republican Party,State Senate,2,Windsor,427,Windsor Town Hall
Eric D. Coleman,Working Families Party,State Senate,2,Windsor,58,Windsor Town Hall
Charles Jackson,Write-In,State Senate,2,Windsor,0,Windsor Town Hall
Martha S. Kelly,Write-In,State Senate,2,Windsor,0,Windsor Town Hall
Timothy D. Larson,Democratic Party,State Senate,3,East Hartford,2170,Anna Norris School
Carolyn Streeter Mirek,Republican Party,State Senate,3,East Hartford,517,Anna Norris School
Carolyn Streeter Mirek,Independent Party,State Senate,3,East Hartford,60,Anna Norris School
Timothy D. Larson,Democratic Party,State Senate,3,East Hartford,1778,Goodwin School
Carolyn Streeter Mirek,Republican Party,State Senate,3,East Hartford,975,Goodwin School
Carolyn Streeter Mirek,Independent Party,State Senate,3,East Hartford,85,Goodwin School
Timothy D. Larson,Democratic Party,State Senate,3,East Hartford,1622,Hockanum School
Carolyn Streeter Mirek,Republican Party,State Senate,3,East Hartford,687,Hockanum School
Carolyn Streeter Mirek,Independent Party,State Senate,3,East Hartford,96,Hockanum School
Timothy D. Larson,Democratic Party,State Senate,3,East Hartford,1389,Langford School
Carolyn Streeter Mirek,Republican Party,State Senate,3,East Hartford,626,Langford School
Carolyn Streeter Mirek,Independent Party,State Senate,3,East Hartford,57,Langford School
Timothy D. Larson,Democratic Party,State Senate,3,East Hartford,1234,Mayberry School
Carolyn Streeter Mirek,Republican Party,State Senate,3,East Hartford,381,Mayberry School
Carolyn Streeter Mirek,Independent Party,State Senate,3,East Hartford,41,Mayberry School
Timothy D. Larson,Democratic Party,State Senate,3,East Hartford,1797,Saint Christopher Church Hall
Carolyn Streeter Mirek,Republican Party,State Senate,3,East Hartford,1165,Saint Christopher Church Hall
Carolyn Streeter Mirek,Independent Party,State Senate,3,East Hartford,77,Saint Christopher Church Hall
Timothy D. Larson,Democratic Party,State Senate,3,East Hartford,2452,Silver Lane School
Carolyn Streeter Mirek,Republican Party,State Senate,3,East Hartford,580,Silver Lane School
Carolyn Streeter Mirek,Independent Party,State Senate,3,East Hartford,95,Silver Lane School
Timothy D. Larson,Democratic Party,State Senate,3,East Windsor,1135,Town Hall
Carolyn Streeter Mirek,Republican Party,State Senate,3,East Windsor,1301,Town Hall
Carolyn Streeter Mirek,Independent Party,State Senate,3,East Windsor,111,Town Hall
Timothy D. Larson,Democratic Party,State Senate,3,East Windsor,468,Town Hall Annex
Timothy D. Larson,Democratic Party,State Senate,3,East Windsor,634,Town Hall Annex
Carolyn Streeter Mirek,Republican Party,State Senate,3,East Windsor,551,Town Hall Annex
Carolyn Streeter Mirek,Republican Party,State Senate,3,East Windsor,615,Town Hall Annex
Carolyn Streeter Mirek,Independent Party,State Senate,3,East Windsor,48,Town Hall Annex
Carolyn Streeter Mirek,Independent Party,State Senate,3,East Windsor,53,Town Hall Annex
Timothy D. Larson,Democratic Party,State Senate,3,Ellington,2627,Ellington High School
Carolyn Streeter Mirek,Republican Party,State Senate,3,Ellington,3288,Ellington High School
Carolyn Streeter Mirek,Independent Party,State Senate,3,Ellington,230,Ellington High School
Timothy D. Larson,Democratic Party,State Senate,3,South Windsor,1222,Eli Terry School-Gym
Carolyn Streeter Mirek,Republican Party,State Senate,3,South Windsor,1300,Eli Terry School-Gym
Carolyn Streeter Mirek,Independent Party,State Senate,3,South Windsor,84,Eli Terry School-Gym
Timothy D. Larson,Democratic Party,State Senate,3,South Windsor,988,Philip R. Smith School-Gym
Carolyn Streeter Mirek,Republican Party,State Senate,3,South Windsor,1162,Philip R. Smith School-Gym
Carolyn Streeter Mirek,Independent Party,State Senate,3,South Windsor,58,Philip R. Smith School-Gym
Timothy D. Larson,Democratic Party,State Senate,3,South Windsor,401,Pleasant Valley School-Gym
Carolyn Streeter Mirek,Republican Party,State Senate,3,South Windsor,422,Pleasant Valley School-Gym
Carolyn Streeter Mirek,Independent Party,State Senate,3,South Windsor,35,Pleasant Valley School-Gym
Timothy D. Larson,Democratic Party,State Senate,3,South Windsor,2036,South Windsor High School-Auxiliary Gym
Carolyn Streeter Mirek,Republican Party,State Senate,3,South Windsor,1838,South Windsor High School-Auxiliary Gym
Carolyn Streeter Mirek,Independent Party,State Senate,3,South Windsor,127,South Windsor High School-Auxiliary Gym
Timothy D. Larson,Democratic Party,State Senate,3,South Windsor,1960,Timothy Edwards School - Stairwell B
Carolyn Streeter Mirek,Republican Party,State Senate,3,South Windsor,1852,Timothy Edwards School - Stairwell B
Carolyn Streeter Mirek,Independent Party,State Senate,3,South Windsor,133,Timothy Edwards School - Stairwell B
Steve Cassano,Democratic Party,State Senate,4,Andover,759,Andover Town Hall
Lorraine Marchetti,Republican Party,State Senate,4,Andover,971,Andover Town Hall
Steve Cassano,Working Families Party,State Senate,4,Andover,74,Andover Town Hall
Lorraine Marchetti,Independent Party,State Senate,4,Andover,59,Andover Town Hall
Steve Cassano,Democratic Party,State Senate,4,Bolton,1202,Town Hall
Lorraine Marchetti,Republican Party,State Senate,4,Bolton,1539,Town Hall
Steve Cassano,Working Families Party,State Senate,4,Bolton,94,Town Hall
Lorraine Marchetti,Independent Party,State Senate,4,Bolton,86,Town Hall
Steve Cassano,Democratic Party,State Senate,4,Glastonbury,2134,District 1 - Smith Middle School
Lorraine Marchetti,Republican Party,State Senate,4,Glastonbury,2067,District 1 - Smith Middle School
Steve Cassano,Working Families Party,State Senate,4,Glastonbury,119,District 1 - Smith Middle School
Lorraine Marchetti,Independent Party,State Senate,4,Glastonbury,130,District 1 - Smith Middle School
Steve Cassano,Democratic Party,State Senate,4,Glastonbury,893,District 4 - Gideon Welles School
Lorraine Marchetti,Republican Party,State Senate,4,Glastonbury,1381,District 4 - Gideon Welles School
Steve Cassano,Working Families Party,State Senate,4,Glastonbury,47,District 4 - Gideon Welles School
Lorraine Marchetti,Independent Party,State Senate,4,Glastonbury,61,District 4 - Gideon Welles School
Steve Cassano,Democratic Party,State Senate,4,Glastonbury,1118,District 5 - Nayaug Elementary School
Lorraine Marchetti,Republican Party,State Senate,4,Glastonbury,2034,District 5 - Nayaug Elementary School
Steve Cassano,Working Families Party,State Senate,4,Glastonbury,48,District 5 - Nayaug Elementary School
Lorraine Marchetti,Independent Party,State Senate,4,Glastonbury,64,District 5 - Nayaug Elementary School
Steve Cassano,Democratic Party,State Senate,4,Glastonbury,1811,District 7 - Academy Building
Lorraine Marchetti,Republican Party,State Senate,4,Glastonbury,2111,District 7 - Academy Building
Steve Cassano,Working Families Party,State Senate,4,Glastonbury,95,District 7 - Academy Building
Lorraine Marchetti,Independent Party,State Senate,4,Glastonbury,109,District 7 - Academy Building
Steve Cassano,Democratic Party,State Senate,4,Glastonbury,1508,District 9 - Hopewell School
Lorraine Marchetti,Republican Party,State Senate,4,Glastonbury,2297,District 9 - Hopewell School
Steve Cassano,Working Families Party,State Senate,4,Glastonbury,72,District 9 - Hopewell School
Lorraine Marchetti,Independent Party,State Senate,4,Glastonbury,104,District 9 - Hopewell School
Steve Cassano,Democratic Party,State Senate,4,Glastonbury,70,Hebron Avenue School
Steve Cassano,Democratic Party,State Senate,4,Glastonbury,343,Hebron Avenue School
Lorraine Marchetti,Republican Party,State Senate,4,Glastonbury,173,Hebron Avenue School
Lorraine Marchetti,Republican Party,State Senate,4,Glastonbury,410,Hebron Avenue School
Steve Cassano,Working Families Party,State Senate,4,Glastonbury,5,Hebron Avenue School
Steve Cassano,Working Families Party,State Senate,4,Glastonbury,20,Hebron Avenue School
Lorraine Marchetti,Independent Party,State Senate,4,Glastonbury,6,Hebron Avenue School
Lorraine Marchetti,Independent Party,State Senate,4,Glastonbury,22,Hebron Avenue School
Steve Cassano,Democratic Party,State Senate,4,Manchester,1481,Buckley School
Lorraine Marchetti,Republican Party,State Senate,4,Manchester,1391,Buckley School
Steve Cassano,Working Families Party,State Senate,4,Manchester,122,Buckley School
Lorraine Marchetti,Independent Party,State Senate,4,Manchester,74,Buckley School
Steve Cassano,Democratic Party,State Senate,4,Manchester,2199,Highland Park School
Lorraine Marchetti,Republican Party,State Senate,4,Manchester,1458,Highland Park School
Steve Cassano,Working Families Party,State Senate,4,Manchester,220,Highland Park School
Lorraine Marchetti,Independent Party,State Senate,4,Manchester,145,Highland Park School
Steve Cassano,Democratic Party,State Senate,4,Manchester,1294,Keeney School
Lorraine Marchetti,Republican Party,State Senate,4,Manchester,1275,Keeney School
Steve Cassano,Working Families Party,State Senate,4,Manchester,86,Keeney School
Lorraine Marchetti,Independent Party,State Senate,4,Manchester,87,Keeney School
Steve Cassano,Democratic Party,State Senate,4,Manchester,2094,Manchester High School
Lorraine Marchetti,Republican Party,State Senate,4,Manchester,1353,Manchester High School
Steve Cassano,Working Families Party,State Senate,4,Manchester,155,Manchester High School
Lorraine Marchetti,Independent Party,State Senate,4,Manchester,121,Manchester High School
Steve Cassano,Democratic Party,State Senate,4,Manchester,989,Martin School
Lorraine Marchetti,Republican Party,State Senate,4,Manchester,1149,Martin School
Steve Cassano,Working Families Party,State Senate,4,Manchester,75,Martin School
Lorraine Marchetti,Independent Party,State Senate,4,Manchester,59,Martin School
Steve Cassano,Democratic Party,State Senate,4,Manchester,980,Robertson School
Lorraine Marchetti,Republican Party,State Senate,4,Manchester,634,Robertson School
Steve Cassano,Working Families Party,State Senate,4,Manchester,73,Robertson School
Lorraine Marchetti,Independent Party,State Senate,4,Manchester,78,Robertson School
Steve Cassano,Democratic Party,State Senate,4,Manchester,1580,Verplanck School
Lorraine Marchetti,Republican Party,State Senate,4,Manchester,762,Verplanck School
Steve Cassano,Working Families Party,State Senate,4,Manchester,119,Verplanck School
Lorraine Marchetti,Independent Party,State Senate,4,Manchester,77,Verplanck School
Steve Cassano,Democratic Party,State Senate,4,Manchester,2070,Waddell School
Lorraine Marchetti,Republican Party,State Senate,4,Manchester,1120,Waddell School
Steve Cassano,Working Families Party,State Senate,4,Manchester,197,Waddell School
Lorraine Marchetti,Independent Party,State Senate,4,Manchester,150,Waddell School
Beth Bye,Democratic Party,State Senate,5,Bloomfield,1274,Leisure Services Gym
Mark Merritt,Republican Party,State Senate,5,Bloomfield,757,Leisure Services Gym
Mark Merritt,Independent Party,State Senate,5,Bloomfield,35,Leisure Services Gym
Beth Bye,Democratic Party,State Senate,5,Burlington,2197,Town Hall
Mark Merritt,Republican Party,State Senate,5,Burlington,2828,Town Hall
Mark Merritt,Independent Party,State Senate,5,Burlington,121,Town Hall
Beth Bye,Democratic Party,State Senate,5,Farmington,1924,Community Center - District 2 Precinct 6
Mark Merritt,Republican Party,State Senate,5,Farmington,2079,Community Center - District 2 Precinct 6
Mark Merritt,Independent Party,State Senate,5,Farmington,90,Community Center - District 2 Precinct 6
Beth Bye,Democratic Party,State Senate,5,Farmington,1664,Irving Robbins School - District 1 Precinct 1
Mark Merritt,Republican Party,State Senate,5,Farmington,1342,Irving Robbins School - District 1 Precinct 1
Mark Merritt,Independent Party,State Senate,5,Farmington,45,Irving Robbins School - District 1 Precinct 1
Beth Bye,Democratic Party,State Senate,5,Farmington,86,Irving Robbins School - District 1 Precinct 2
Mark Merritt,Republican Party,State Senate,5,Farmington,64,Irving Robbins School - District 1 Precinct 2
Mark Merritt,Independent Party,State Senate,5,Farmington,4,Irving Robbins School - District 1 Precinct 2
Beth Bye,Democratic Party,State Senate,5,Farmington,1576,Municipal Buildngs - FHS Library Town Hall
Mark Merritt,Republican Party,State Senate,5,Farmington,1616,Municipal Buildngs - FHS Library Town Hall
